mmsi,ts,time_bin,lat,lon,speed,course
499999999,2022-04-24 00:00:07+00:00,2022-04-24 00:00:00+00:00,35.98956,121.682187,2.2,261.4
563084300,2022-04-24 00:00:01+00:00,2022-04-24 00:00:00+00:00,35.917072,121.376662,1.0,305.0
636017643,2022-04-24 00:00:09+00:00,2022-04-24 00:00:00+00:00,35.604875,120.972125,12.7,341.1
636018863,2022-04-24 00:00:08+00:00,2022-04-24 00:00:00+00:00,36.015405,120.21632,0.0,218.7
636019340,2022-04-24 00:00:04+00:00,2022-04-24 00:00:00+00:00,36.769883,122.2055,0.3,4.0
636019381,2022-04-24 00:00:06+00:00,2022-04-24 00:00:00+00:00,35.586233,119.7911,0.0,222.0
636021266,2022-04-24 00:00:03+00:00,2022-04-24 00:00:00+00:00,35.34993,121.207623,13.3,319.2
700000006,2022-04-24 00:00:08+00:00,2022-04-24 00:00:00+00:00,35.377933,119.86425,9.7,69.8
700059572,2022-04-24 00:00:08+00:00,2022-04-24 00:00:00+00:00,35.964235,121.794667,8.6,297.5
777777777,2022-04-24 00:00:03+00:00,2022-04-24 00:00:00+00:00,36.120557,121.515787,2.9,130.1
780000253,2022-04-24 00:00:01+00:00,2022-04-24 00:00:00+00:00,36.075082,120.478928,5.5,62.1
781200021,2022-04-24 00:00:04+00:00,2022-04-24 00:00:00+00:00,35.981895,120.547092,2.2,267.8
800225632,2022-04-24 00:00:05+00:00,2022-04-24 00:00:00+00:00,36.10921,121.57517,4.5,149.9
800412013,2022-04-24 00:00:04+00:00,2022-04-24 00:00:00+00:00,35.300673,119.70903,5.0,168.0
888413003,2022-04-24 00:00:06+00:00,2022-04-24 00:00:00+00:00,35.348158,119.687392,3.7,272.6
